機構代碼,機構名稱,電話,縣市區名,地址,科別,1語言治療師,2牙體技術師,3聽力師,4牙體技術士,5驗光師,6驗光生,A醫師,B中醫師,C牙醫師,D藥師,E藥劑生,F護理師,G護士,H助產士,I助產師,J醫事檢驗師,K醫事檢驗生,Q物理治療師,R職能治療師,S醫事放射師,T醫事放射士,U物理治療生,W職能治療生,V呼吸治療師,X諮商心理師,Y臨床心理師,Z營養師,醫學中心
3831012593,同心堂中醫診所,89531121,新北市板橋區,新北市板橋區中山路2段123號1樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831012753,和康中醫診所,89530695,新北市板橋區,新北市板橋區中山路二段291-11號一樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831012959,蓁禾堂中醫診所,222533579,新北市板橋區,新北市板橋區民生路二段48、50號1樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013072,鈺安中醫診所,282586204,新北市板橋區,新北市板橋區陽明街一三０號一樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010115,吉安堂中醫診所,02 9681998,新北市板橋區,新北市板橋區後菜園街４３號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010124,生永中醫診所,02 9651386,新北市板橋區,新北市板橋區中正路２９號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010179,漢昇中醫診所,02 9524149,新北市板橋區,新北市板橋區三民路二段３５巷２１號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010277,新榮盛中醫診所,02 9669065,新北市板橋區,新北市板橋區國光路一八五號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010320,黃永生中醫診所,02 9552848,新北市板橋區,新北市板橋區中山路一段２８號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010357,壽春中醫診所,02 9693238,新北市板橋區,新北市板橋區中正路２３６巷６號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010508,福安堂中醫診所,02-29532645,新北市板橋區,新北市板橋區重慶路一九三號一樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013518,坤儒中醫診所,82598386,新北市板橋區,新北市板橋區陽明街77號1樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731011638,翰生牙醫診所,"02-22581489, 02-82585836",新北市板橋區,新北市板橋區漢生西路７１號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010257,上揚牙醫診所,02 9671236,新北市板橋區,新北市板橋區府中路７號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731011094,偉新牙醫診所,,新北市板橋區,新北市板橋區重慶路８３號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013418,佳園牙醫診所,89512128,新北市板橋區,新北市板橋區實踐路159號1、2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1531011310,板橋國泰醫院,229583333,新北市板橋區,新北市板橋區忠孝路五、七、九、十一號一至三樓。,"家庭醫學科,內科,兒科,復健科,",3,0,0,0,0,0,9,0,0,2,0,36,7,0,0,1,0,2,3,1,0,0,0,3,0,3,1,0
1131010011,醫療財團法人徐元智先生醫藥基金會亞東紀念醫院,(02)  89667000,新北市板橋區,新北市板橋區南雅南路二段21號及高爾富路300號,"家庭醫學科,內科,外科,兒科,婦產科,骨科,神經科,神經外科,泌尿科,耳鼻喉科,眼科,皮膚科,精神科,復健科,麻醉科,放射診斷科,放射腫瘤科,解剖病理科,臨床病理科,核子醫學科,急診醫學科,整形外科,職業醫學科,西醫一般科,牙醫一般科,中醫一般科,",15,1,5,0,6,1,628,3,29,100,0,1871,44,0,0,91,0,34,26,105,0,3,0,28,5,16,20,1
3831011256,板橋聖昌中醫診所,02 2530844,新北市板橋區,新北市板橋區松柏街６５號1樓,"中醫一般科,",0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831010044,竹林中醫診所,02 -22560966,新北市板橋區,新北市板橋區漢生西路７７之２號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531012337,黃何耳鼻喉科皮膚科聯合診所,02-2968-9669,新北市板橋區,新北市板橋區北門街21號(1樓),"耳鼻喉科,皮膚科,",0,0,0,0,0,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531016880,瑞信眼科診所,02-29578781,新北市板橋區,新北市板橋區中山路2段305號1、2樓,"眼科,",0,0,0,0,0,0,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010480,今日牙科診所,02 9661116,新北市板橋區,新北市板橋區北門街３０號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531018400,榮新診所,02-29506389,新北市板橋區,新北市板橋區三民路1段143號1樓,"西醫一般科,",0,0,0,0,0,0,2,0,0,2,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014906,康維牙醫診所,(02) 8253-6686,新北市板橋區,新北市板橋區文化路2段336號(1、2樓),"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019907,板橋親親家庭診所,02-22522543,新北市板橋區,新北市板橋區大同街55號(1樓),"西醫一般科,",0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014666,上安牙醫診所,02-2969-9738,新北市板橋區,新北市板橋區中正路317號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019470,遠興婦產科診所,(02)8951-0099,新北市板橋區,新北市板橋區中山路一段91號1~7樓,"兒科,婦產科,",0,0,0,0,0,0,5,0,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019327,方舟復健科診所,02-22528186,新北市板橋區,新北市板橋區新海路86號1樓、2樓及88號2樓,"復健科,",1,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0
3731014728,新板耀美牙醫診所,02-2772-2518,新北市板橋區,新北市板橋區文化路1段85號1、2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013885,耀祥中醫診所,02-8953-5561,新北市板橋區,新北市板橋區四川路1段365號1樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019050,淨妍醫美診所,02-2964-8768,新北市板橋區,新北市板橋區重慶路12巷2號3樓重慶路8號3樓及3樓之1、10號3樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531016335,俊安診所,26759666,新北市板橋區,新北市板橋區金門街二九三號,"家庭醫學科,",0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531015329,廷華耳鼻喉科診所,27237349,新北市板橋區,新北市板橋區龍興街二二號,"耳鼻喉科,",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531010333,李皮膚科診所,(02) 29597256,新北市板橋區,新北市板橋區四川路一段53、55號(1樓),"皮膚科,",0,0,0,0,0,0,3,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531013227,侯世文診所,(02)2955-5699,新北市板橋區,新北市板橋區實踐路100號(1樓),"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531017235,趙昭明皮膚科診所,02-2965-5559,新北市板橋區,新北市板橋區南門街27號1樓、2樓,"內科,皮膚科,",0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019603,樂澄診所,02-22751010,新北市板橋區,新北市板橋區北門街13號1樓,"家庭醫學科,",0,0,0,0,0,0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010266,板橋林牙醫診所,02 9632149,新北市板橋區,新北市板橋區民族路１７３號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010846,建國牙醫診所,02 2539637,新北市板橋區,新北市板橋區長江路二段２８０－１３號１樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731015065,莫札特牙醫診所,(02) 29670682,新北市板橋區,新北市板橋區合宜路91號(1樓),"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019425,媚登峯板橋診所,02-2964-7651,新北市板橋區,新北市板橋區三民路二段35巷2號(1樓),"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731010104,民川牙科診所,29571641,新北市板橋區,新北市板橋區成都街二九號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531016826,嘉齡診所,02-29651888,新北市板橋區,新北市板橋區中正路223號,"內科,",0,0,0,0,0,0,2,0,0,2,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531013781,黃頌邦診所,226889441,新北市板橋區,新北市板橋區溪北路26號1、2樓,"內科,",0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531013478,廣安診所,29511680,新北市板橋區,新北市板橋區懷仁街79號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014899,汎宇牙醫診所,(02) 2681-8115,新北市板橋區,新北市板橋區篤行路2段104號、106號(1~2樓),"牙醫一般科,",0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013778,太乙中醫診所,02-2686-6656,新北市板橋區,新北市板橋區溪北路74號1樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531011901,陳恩哲小兒科診所,02-2256-7200,新北市板橋區,新北市板橋區文化路一段216號1、2樓,"兒科,",0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531012444,陳正忠小兒科診所,02 9685489,新北市板橋區,新北市板橋區府中路１４３號１樓,"兒科,",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014399,辰宏牙醫診所,02-2686-4766,新北市板橋區,新北市板橋區溪北路二十五號一樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531017056,瑞誠眼科診所,02-22544561,新北市板橋區,新北市板橋區互助街42號(1樓),"眼科,",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531013772,卓仁維耳鼻喉科診所,226836969,新北市板橋區,新北市板橋區篤行路二段一0一號,"耳鼻喉科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731013669,振榮牙醫診所,02 29615813,新北市板橋區,新北市板橋區三民路二段一五七號,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731014031,東華牙醫診所,229620089,新北市板橋區,新北市板橋區中山路二段二００號,"牙醫一般科,",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013812,康宸中醫診所,02-8968-1969,新北市板橋區,新北市板橋區南門街43號1樓、2樓、3樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019461,康宏骨科診所,(02) 2958-8579,新北市板橋區,新北市板橋區四川路一段473號、475號1、2、3樓,"外科,骨科,",0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0
3831013983,裕安中醫診所,02-2950-6656,新北市板橋區,新北市板橋區中山路2段487號(1樓),"中醫一般科,",0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731015109,麗晶牙醫診所,02-22572667,新北市板橋區,新北市板橋區民生路二段238號1~4樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A155,加妃整形外科診所,02-29632200,新北市板橋區,新北市板橋區中山路一段26號4樓,"整形外科,",0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A208,誠悅耳鼻喉科診所,02-29583688,新北市板橋區,新北市板橋區中山路二段158號（1樓）,"耳鼻喉科,",0,0,0,0,0,0,2,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
353101A137,皮醫師皮膚專科診所,02-29559005,新北市板橋區,新北市板橋區中山路二段172號(1樓),"皮膚科,",0,0,0,0,0,0,3,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831013438,福霖堂中醫診所,02-22521299,新北市板橋區,新北市板橋區文化路二段410巷1弄2號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531019112,健心復健科診所,02-8961-2888,新北市板橋區,新北市板橋區重慶路201號(1樓)重慶路223巷15號2樓、重慶路223巷17號(1樓),"復健科,",4,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,8,4,0,0,2,0,0,0,1,0,0
3531017332,晟揚骨科診所,02-8951-2730,新北市板橋區,新北市板橋區信義路161號（1樓）,"骨科,",0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,6,0,2,0,0,0,0,0,0,0,0
3531017298,張博揚小兒科診所,02-22583867,新北市板橋區,新北市板橋區仁化街85號1樓,"兒科,",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531015954,當代聯合診所,229651535,新北市板橋區,新北市板橋區中正路三一九號,"兒科,眼科,",0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531016540,樹仁診所,(02) 2682-8938,新北市板橋區,新北市板橋區滿平街61號(1樓),"家庭醫學科,",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531018615,辰元復健科診所,02-22582299,新北市板橋區,新北市板橋區雙十路3段31號2樓,"復健科,",2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,3,0,0,1,0,0,0,0,0,0
2631010021,板橋榮譽國民之家醫務室,02 22756053,新北市板橋區,新北市板橋區大觀路2段32號(溫馨樓1樓),"西醫一般科,",0,0,0,0,0,0,2,0,0,2,0,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3731011218,海山牙醫聯合診所,02 9649538,新北市板橋區,新北市板橋區民族路２３１號,"牙醫一般科,",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831014408,倪國欽中醫診所,02-8952-5988,新北市板橋區,新北市板橋區長安街331巷23號(1樓),"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731011745,吳國柱牙醫診所,02 9601962,新北市板橋區,新北市板橋區國光路６３號１樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531017725,北陽骨科診所,02-29651868,新北市板橋區,新北市板橋區中正路339號1樓、2樓,"骨科,",0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0
3531019498,法邑極緻美學診所,(02)8966-3888,新北市板橋區,新北市板橋區四川路二段105號、107號(1樓),"西醫一般科,",0,0,0,0,0,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531025718,康歆診所,02-29865982,新北市三重區,新北市三重區正義北路185號1樓、2樓,"西醫一般科,",0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531021934,鴻璋婦產科診所,02-22862816,新北市三重區,新北市三重區三和路四段392號2樓,"婦產科,",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531026233,大有診所,(02)2983-4567,新北市三重區,新北市三重區中正北路374號1樓,"西醫一般科,",0,0,0,0,0,0,2,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531026180,美麗心成人兒童精神科診所,(02)2988-6773,新北市三重區,新北市三重區正義北路210號1樓,"精神科,",0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831028895,三重又一春中醫診所,02-22791995,新北市三重區,新北市三重區正義北路93號1樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531025227,美上美皮膚科診所,8985-9762,新北市三重區,新北市三重區正義北路104號1樓、2樓,"皮膚科,",0,0,0,0,0,0,5,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731020922,吳文財牙醫診所,02 23681550,新北市三重區,新北市三重區重新路三段89號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531023045,俊元診所,29710211,新北市三重區,新北市三重區力行路一段62號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531026242,政義診所,(02)2984-1366,新北市三重區,新北市三重區正義北路242號1樓,"家庭醫學科,",0,0,0,0,0,0,3,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531023054,德恩診所,29766501,新北市三重區,新北市三重區集成路47號,"西醫一般科,",0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731023549,丰尚牙醫診所,02-28574911,新北市三重區,新北市三重區三信路29、31號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531024999,和平診所,29879898,新北市三重區,新北市三重區溪尾街111號1樓,"西醫一般科,",0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531026420,皇嘉耳鼻喉科診所,02-28579666,新北市三重區,新北市三重區五華街247號1樓,"耳鼻喉科,",0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731023487,合祐牙醫診所,02-29747929,新北市三重區,新北市三重區長安街86號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531026297,柯瑞宏皮膚專科診所,89883518,新北市三重區,新北市三重區溪尾街181、183號1樓,"皮膚科,",0,0,0,0,0,0,5,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531026564,艾樂堡診所,282875777,新北市三重區,新北市三重區集賢路63之1號1樓,"兒科,",0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531025003,安禾診所,29820632,新北市三重區,新北市三重區中華路89號1樓,"家庭醫學科,",0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731021116,大眾牙醫診所,02 9833808,新北市三重區,新北市三重區自強路一段九十九號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531022342,林永權耳鼻喉科診所,02 29714526,新北市三重區,新北市三重區三陽路32號,"耳鼻喉科,",0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531021489,歐維藩診所,02 9759975,新北市三重區,新北市三重區龍門路一九九號,"家庭醫學科,",0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531024882,三重祥安診所,2280-8558,新北市三重區,新北市三重區三和路四段374號1、2樓,"西醫一般科,",0,0,0,0,0,0,3,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531021407,鄭俊堂診所,02 2863333,新北市三重區,新北市三重區自強路四段４９號,"內科,",0,0,0,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831027923,林源泉中醫診所,2984-1753,新北市三重區,新北市三重區碧華街５９號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531024971,林偉欣眼科診所,(02)2989-6272/2989-6272,新北市三重區,新北市三重區正義北路366號1樓及366之1號1、2樓,"眼科,",0,0,0,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531022673,呂恒明皮膚科診所,229728088,新北市三重區,新北市三重區三和路二段一七八號,"皮膚科,",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731022757,泛美牙醫診所,22867689,新北市三重區,新北市三重區溪尾街一六四號一樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731020637,榮恩牙醫診所,02 9869909,新北市三重區,新北市三重區重陽路一段１０８號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831028582,禾豐中醫診所,02-2977-1002,新北市三重區,新北市三重區文化北路133號1樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831027683,健康中醫診所,29882164,新北市三重區,新北市三重區重新路四段三十五號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831020282,寶鶴堂中醫診所,02 9758369,新北市三重區,新北市三重區重新路三段２號－１１樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531025503,群康復健診所,(02)29782555,新北市三重區,新北市三重區三和路二段6-1號1樓、6-3號1樓,"復健科,",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0
3531021998,連眼科診所,02 9757135,新北市三重區,新北市三重區福德北路55號1樓、55號2樓,"眼科,",0,0,0,0,0,0,2,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831028733,健安中醫診所,986809957,新北市三重區,新北市三重區碧華街141號1樓,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831028448,重安養生中醫診所,29852222,新北市三重區,新北市三重區平安街9號(1樓),"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731023085,寶石牙醫診所,02-8985-8800,新北市三重區,新北市三重區重陽路三段144號1樓、2樓、3樓,"牙醫一般科,",0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731023245,微笑美學牙醫診所,2977-7566,新北市三重區,新北市三重區福德北路45之1號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731022846,安慶牙醫診所,(02)8983-8333,新北市三重區,新北市三重區重陽路一段113巷19號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731022793,保誠牙醫診所,8985-7701,新北市三重區,新北市三重區雙園街一０九號,"牙醫一般科,",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831020012,百昌堂中醫診所,89855670,新北市三重區,新北市三重區自強路２段1號1樓,"中醫一般科,",0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731023076,龍騰牙醫診所,(02)8982-2086,新北市三重區,新北市三重區中正北路211號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531026813,好幸福泌尿科診所,02-2989-9900,新北市三重區,新北市三重區正義北路238號1、2樓,"泌尿科,",0,0,0,0,0,0,1,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731023101,寶徠牙醫診所,(02)29743939,新北市三重區,新北市三重區集美街126巷35號1樓,"牙醫一般科,",0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3731023325,頌恩牙醫診所,(02)2857-7905,新北市三重區,新北市三重區碧華街362號1、2樓,"牙醫一般科,",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3831020175,富信中醫診所,229855368,新北市三重區,新北市三重區三民街一四三號,"中醫一般科,",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531024186,謝明宏小兒科診所,2981-6425,新北市三重區,新北市三重區中華路43號1樓,"兒科,",0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
